,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
167,2015-06-17,2531,Wednesday,0.45753424657534203,0.988555362469465,1.09758244147187,689473879.9658248,682595394.4384595,678981966.2079209,696421679.707052,700127919.1700292
168,2015-06-18,2532,Thursday,0.46027397260274,0.987468726115957,1.0892739563767,689507147.7747455,682526637.2631086,678860031.0136337,696559051.143952,700321251.970885
169,2015-06-19,2533,Friday,0.46301369863013697,0.9862774522731279,1.03914614075038,689540270.4788554,682456840.697315,678736602.6838224,696697221.3601667,700515903.7128634
170,2015-06-20,2534,Saturday,0.465753424657534,0.984910024860274,0.8037278130975891,689573250.5953751,682386004.9270391,678611680.514295,696836196.0874597,700711882.200882
171,2015-06-21,2535,Sunday,0.468493150684932,0.98330751079138,0.795497572941695,689606090.6533381,682314130.1618919,678485263.8346382,696975981.0680492,700909195.254209
172,2015-06-22,2536,Monday,0.471232876712329,0.981507366536981,1.1103829335733002,689638793.1933615,682241216.6348367,678357352.0079209,697116582.0545188,701107850.7064549
173,2015-06-23,2537,Tuesday,0.473972602739726,0.9795211362501851,1.1078331297508601,689671360.7674642,682167264.6019226,678227944.4303839,697258004.8097264,701307856.4056039
174,2015-06-24,2538,Wednesday,0.476712328767123,0.977348020098505,1.09765414501719,689703795.9388388,682092274.3419869,678097040.5311254,697400255.1067506,701509220.2140487
175,2015-06-25,2539,Thursday,0.47945205479452097,0.974987341713745,1.08937172854804,689736101.281613,682016246.156342,677964639.7718086,697543338.7287723,701711950.0086061
176,2015-06-26,2540,Friday,0.48219178082191794,0.9724385506791221,1.0392362634236,689768279.3806564,681939180.3685362,677830741.6463295,697687261.4690235,701916053.6805516
177,2015-06-27,2541,Saturday,0.484931506849315,0.9696339501549142,0.8035658908483451,689800332.8313664,681861077.3240235,677695345.680548,697832029.1306921,702121539.135611
178,2015-06-28,2542,Sunday,0.487671232876712,0.9662566706910258,0.7952316408963779,689832264.2394475,681781937.3899302,677558451.4319606,697977647.526845,702328414.2940139
179,2015-06-29,2543,Monday,0.49041095890410996,0.962526993183029,1.11048708209755,689864076.2206856,681701760.9547253,677420058.4894145,698124122.4803438,702536687.0905238
180,2015-06-30,2544,Tuesday,0.49315068493150704,0.9587518500530929,1.1079075089305401,689895771.4007692,681620548.4279643,677280166.4727871,698271459.8237542,702746365.4744171
181,2015-07-01,2545,Wednesday,0.495890410958904,0.955233535609506,1.0977258532468,689927352.4150302,681538300.2399955,677138775.0327169,698419665.3992804,702957457.4095478
182,2015-07-02,2546,Thursday,0.49863013698630104,0.952270037063542,1.08946950949532,689958821.9082657,681455016.8416972,676995883.8502654,698568745.0586739,703169970.8743392
183,2015-07-03,2547,Friday,0.501369863013699,0.9500770552107181,1.0393263939129398,689990182.5345154,681370698.7041905,676851492.6366779,698718704.6631489,703383913.8618408
184,2015-07-04,2548,Saturday,0.5041095890410959,0.9483371369896508,0.8034040012206111,690021436.9568483,681285346.3185493,676705601.1330277,698869550.0833029,703599294.3797022
185,2015-07-05,2549,Sunday,0.506849315068493,0.946918256218062,0.79496579775121,690052587.8471482,681198960.1955532,676558209.1099719,699021287.1990459,703816120.4502453
186,2015-07-06,2550,Monday,0.50958904109589,0.9457532973032491,1.11059124039043,690083637.8859135,681111540.8653812,676409316.3674196,699173921.8994879,704034400.1104454
187,2015-07-07,2551,Tuesday,0.512328767123288,0.9447757125352679,1.10798189310399,690114589.7620361,681023088.8773699,676258922.7342871,699327460.0829091,704254141.4119813
188,2015-07-08,2552,Wednesday,0.515068493150685,0.9439193678197341,1.09779756616101,690145446.1726214,680933604.7997099,676107028.0681605,699481907.6566269,704475352.4212542
189,2015-07-09,2553,Thursday,0.5178082191780821,0.94336470398964,1.08956729921932,690176209.8227216,680843089.2192034,675953632.2550414,699637270.5369399,704698041.2193927
190,2015-07-10,2554,Friday,0.5205479452054791,0.9439536214988381,1.0394165322190798,690206883.4251975,680751542.7409608,675798735.2090379,699793554.6490461,704922215.9022906
191,2015-07-11,2555,Saturday,0.523287671232877,0.944640204632793,0.8032421442078149,690237469.7004474,680658965.988167,675642336.8721046,699950765.9269612,705147884.5806214
192,2015-07-12,2556,Sunday,0.526027397260274,0.9444203791718921,0.794700043476472,690267971.3762462,680565359.6017939,675484437.2137359,700108910.3134329,705375055.3798642
193,2015-07-13,2557,Monday,0.528767123287671,0.944092641499005,1.1106954084528502,690298391.1875226,680470724.2403169,675325036.2306877,700267993.7598548,705603736.4403385
194,2015-07-14,2558,Tuesday,0.531506849315069,0.943669682187176,1.10805628227154,690328731.8761476,680375060.579486,675164133.9466956,700428022.2262108,705833935.917209
195,2015-07-15,2559,Wednesday,0.534246575342466,0.9429161297293459,1.09786928376012,690358996.190736,680278369.3120428,675001730.4122022,700589001.6809622,706065661.9805053
